DeviceId	Company_Name	expiry date	batteryVoltage	OnRoadSince	RPM	longitude	latitude	population	manufacturingDate
VIM_2.4_24	J	25-Jun	3.068289111	1/1/1995	0.919920139	76.77821089	29.05773387	240	1/1/1995
VIM_2.4_25	E	25-Jun	3.430795235	5/1/1993	0.369819016	77.17121018	28.31747452	250	4/1/1993
VIM_2.4_26	I	25-Jun	3.879907386	5/1/1992	0.090749154	77.19828659	28.83076281	260	1/1/1992
VIM_2.4_27	I	25-Jun	3.488561916	5/1/1990	0.855433323	77.0756652	28.61348597	270	5/1/1990
VIM_2.4_28	F	25-Jun	3.316718872	6/1/1994	0.547364078	77.23882908	28.69714562	280	4/1/1994
VIM_2.4_29	A	25-Jun	3.506898475	2/1/1994	0.412823991	77.13259376	28.86016785	290	10/1/1993
VIM_2.4_30	B	26-Jun	3.718856218	7/1/1992	0.326924754	76.78990013	28.53280059	300	6/1/1992
VIM_2.4_31	C	28-Jun	3.701588022	12/1/1994	0.966406533	76.77494897	28.51868041	310	11/1/1994
VIM_2.4_32	G	29-Jun	3.564903895	6/1/1992	0.074017186	77.33692527	28.50997143	320	4/1/1992
VIM_2.4_33	J	Jun-31	3.786620927	2/1/1994	0.08807148	77.46854703	28.87473155	330	11/1/1993
VIM_2.4_34	E	25-Jun	3.244727719	1/1/1992	0.862976557	77.42939414	28.70109763	340	10/1/1991
VIM_2.4_35	J	29-Feb	3.189511607	12/1/1991	0.225090056	77.24492635	29.06686868	350	9/1/1991
VIM_2.4_36	D	25-Jan	3.701672521	2/1/1993	0.372026532	77.33756648	28.6683516	360	1/1/1993
VIM_2.4_37	J	30-Jun	3.265915333	11/1/1990	0.304530492	77.15798976	28.96692968	370	9/1/1990
VIM_2.4_38	H	28-Jun	3.533522594	1/1/1994	0.074667874	76.76358412	28.65444081	380	11/1/1993
VIM_2.4_39	C	28-Jun	3.554880086	4/1/1991	0.44089105	76.98600687	28.40538675	390	3/1/1991
VIM_2.4_40	B	Jun-31	3.304365662	1/1/1992	0.650459794	77.42636327	29.03156959	400	12/1/1991
VIM_2.4_41	D	25-Jun	3.170083637	10/1/1994	0.842052716	76.76701695	28.71419666	410	7/1/1994
VIM_2.4_42	I	26-Jun	3.973946798	5/1/1990	0.548391365	77.01384324	28.44141528	420	5/1/1990
VIM_2.4_43	I	27-Jun	3.230250953	12/1/1990	0.2633998	77.06790097	28.94507239	430	10/1/1990
VIM_2.4_44	J	25-Jun	3.185684457	7/1/1992	0.087775974	77.44887091	28.92811935	440	4/1/1992
VIM_2.4_45	F	25-Jun	3.098167099	8/1/1992	0.30969863	77.25699473	28.90437874	450	8/1/1992
VIM_2.4_46	J	25-Jun	3.604379102	1/1/1995	0.003376355	76.70435951	28.39237698	460	12/1/1994
VIM_2.4_47	D	25-Jun	3.814423426	1/1/1995	0.189528148	77.38462539	28.73568681	470	11/1/1994
VIM_2.4_48	B	25-Jun	3.001475622	9/1/1992	0.577509422	77.38718604	28.86206724	480	8/1/1992
VIM_2.4_49	A	25-Jun	3.666320594	6/1/1994	0.371093622	76.93368236	28.66880997	490	4/1/1994
VIM_2.4_50	J	26-Jun	3.296915586	5/1/1991	0.333728747	76.99033619	28.6583945	500	3/1/1991
VIM_2.4_51	D	28-Jun	3.503369793	3/1/1994	0.268116621	77.40470704	29.03443372	510	2/1/1994
VIM_2.4_52	D	29-Jun	3.820629266	8/1/1992	0.576783026	77.00243045	28.9973374	520	7/1/1992
VIM_2.4_53	F	Jun-31	3.839118609	7/1/1991	0.256695533	76.78005396	28.37650438	530	4/1/1991
VIM_2.4_54	C	25-Jun	3.631224992	4/1/1991	0.35765904	76.91920145	28.72260084	540	1/1/1991
VIM_2.4_55	C	29-Feb	3.973301974	2/1/1995	0.43246266	76.73427235	28.70289566	550	1/1/1995
VIM_2.4_56	J	25-Jan	3.486072961	12/1/1994	0.426360106	77.19794678	29.01326662	560	12/1/1994
VIM_2.4_57	H	30-Jun	3.918495958	10/1/1994	0.289167346	77.04604674	28.76069964	570	8/1/1994
VIM_2.4_58	C	28-Jun	3.253831685	12/1/1990	0.106342607	77.33664899	28.5792772	580	9/1/1990
VIM_2.4_59	F	28-Jun	3.024319802	11/1/1993	0.909523417	77.34966594	29.08275394	590	9/1/1993
VIM_2.4_60	I	Jun-31	3.122188142	8/1/1990	0.422051997	77.30300739	28.42366306	600	4/1/1990
VIM_2.4_61	D	25-Jun	3.704572689	5/1/1993	0.614475849	77.12493735	28.73271024	610	3/1/1993
VIM_2.4_62	A	26-Jun	3.709516379	3/1/1991	0.614622809	77.19486574	28.72408143	620	11/1/1990
VIM_2.4_63	C	27-Jun	3.846693096	11/1/1994	0.940722215	76.75393363	28.68946975	630	11/1/1994
VIM_2.4_64	F	25-Jun	3.718464054	1/1/1993	0.09680236	76.9972036	28.77316576	640	1/1/1993
VIM_2.4_65	G	25-Jun	3.080896118	3/1/1991	0.097494271	77.14143736	28.53095432	650	3/1/1991
VIM_2.4_66	G	25-Jun	3.048321835	2/1/1990	0.30811782	76.70629528	28.95308375	660	2/1/1990
VIM_2.4_67	A	25-Jun	3.591542494	7/1/1990	0.46807304	77.21418907	28.53408717	670	4/1/1990
VIM_2.4_68	G	25-Jun	3.974798835	5/1/1994	0.534949942	77.06895204	28.5180274	680	1/1/1994
VIM_2.4_69	B	25-Jun	3.037306041	12/1/1994	0.30157666	77.43048338	28.7891562	690	8/1/1994
VIM_2.4_70	H	26-Jun	3.013535371	3/1/1995	0.154580998	77.49118105	28.89353954	700	12/1/1994
VIM_2.4_71	A	28-Jun	3.740680969	5/1/1991	0.237971542	76.89751526	28.87803888	710	1/1/1991
VIM_2.4_72	E	29-Jun	3.688765903	8/1/1992	0.934150445	77.02429455	28.94077005	720	7/1/1992
VIM_2.4_73	I	Jun-31	3.003903229	7/1/1990	0.270115237	77.18326929	28.74847858	730	4/1/1990
VIM_2.4_74	D	25-Jun	3.93210104	7/1/1991	0.808292798	77.35273816	28.86833075	740	5/1/1991
VIM_2.4_75	F	29-Feb	3.153594278	3/1/1994	0.828598095	77.0594018	28.59999156	750	3/1/1994
VIM_2.4_76	I	25-Jan	3.361063249	3/1/1992	0.342712059	76.70286752	28.97382737	760	11/1/1991
VIM_2.4_77	D	30-Jun	3.627811666	4/1/1994	0.482913749	76.73805981	28.65146522	770	12/1/1993
VIM_2.4_78	G	28-Jun	3.084587546	4/1/1994	0.956182567	77.47525731	28.60916355	780	1/1/1994
VIM_2.4_79	F	28-Jun	3.591887591	9/1/1990	0.950532417	77.07929357	28.55563306	790	6/1/1990
VIM_2.4_80	G	Jun-31	3.70941769	5/1/1994	0.564506621	77.34835148	28.85149629	800	4/1/1994
VIM_2.4_81	H	25-Jun	3.169590644	8/1/1991	0.434079023	76.77983443	28.95752431	810	6/1/1991
VIM_2.4_82	F	26-Jun	3.384099641	5/1/1995	0.857797669	76.81565995	28.56953511	820	1/1/1995
VIM_2.4_83	G	27-Jun	3.65463334	9/1/1993	0.608479504	77.42091645	29.0791388	830	6/1/1993
VIM_2.4_84	H	25-Jun	3.86068881	4/1/1992	0.80543013	76.70954259	28.34294933	840	12/1/1991
VIM_2.4_85	B	25-Jun	3.739556108	2/1/1991	0.927666413	77.24655064	28.78151242	850	1/1/1991
VIM_2.4_86	B	25-Jun	3.117692092	1/1/1993	0.452657087	77.34118936	29.08239081	860	12/1/1992
VIM_2.4_87	D	25-Jun	3.021841689	7/1/1990	0.876527555	77.00688922	28.9500747	870	4/1/1990
VIM_2.4_88	F	25-Jun	3.718548958	11/1/1990	0.058434683	76.88111224	28.88806521	880	9/1/1990
VIM_2.4_89	D	25-Jun	3.066766739	4/1/1991	0.152793007	76.89958902	28.81526094	890	3/1/1991
VIM_2.4_90	I	26-Jun	3.005466779	4/1/1992	0.901526163	77.05807113	28.83495988	900	1/1/1992
VIM_2.4_91	F	28-Jun	3.504092619	2/1/1993	0.727165254	76.99116631	28.82470584	910	10/1/1992
VIM_2.4_92	J	29-Jun	3.681510846	5/1/1990	0.220895571	77.15839533	29.08219003	920	3/1/1990
VIM_2.4_93	B	Jun-31	3.641945246	10/1/1993	0.631031891	77.06054454	28.9890345	930	10/1/1993
VIM_2.4_94	B	25-Jun	3.546849328	12/1/1993	0.766862495	76.82935544	28.92019984	940	8/1/1993
VIM_2.4_95	D	29-Feb	3.355158441	6/1/1990	0.944531675	77.40529443	28.98886525	950	6/1/1990
VIM_2.4_96	E	25-Jan	3.088333346	12/1/1992	0.471852979	77.1102218	29.03896334	960	12/1/1992
VIM_2.4_97	F	30-Jun	3.108323446	8/1/1992	0.370240983	77.26977169	28.8191542	970	4/1/1992
VIM_2.4_98	A	28-Jun	3.431601383	3/1/1993	0.391672455	76.82720999	28.76960695	980	11/1/1992
VIM_2.4_99	E	28-Jun	3.077596488	3/1/1991	0.857587216	76.84418286	29.07573401	990	2/1/1991
VIM_2.4_100	J	Jun-31	3.837003107	11/1/1994	0.924714616	77.38029552	28.46134078	1000	7/1/1994
VIM_2.4_101	F	25-Jun	3.729221256	11/1/1991	0.887595582	77.3001942	28.40246696	1010	10/1/1991
VIM_2.4_102	A	26-Jun	3.609789025	9/1/1991	0.127972013	77.49091427	29.04238974	1020	6/1/1991
VIM_2.4_103	E	27-Jun	3.89401226	7/1/1990	0.790115639	76.83730482	28.57740414	1030	6/1/1990
VIM_2.4_104	D	25-Jun	3.056871535	4/1/1993	0.245229884	76.93137728	29.03192703	1040	4/1/1993
VIM_2.4_105	C	25-Jun	3.209285198	11/1/1993	0.136666712	77.34815659	28.9604362	1050	8/1/1993
VIM_2.4_106	C	25-Jun	3.167141716	5/1/1993	0.261164904	76.96378659	28.82823944	1060	1/1/1993
VIM_2.4_107	B	25-Jun	3.885512564	12/1/1990	0.928194165	77.29748867	29.09112793	1070	9/1/1990
VIM_2.4_108	G	25-Jun	3.594016808	2/1/1991	0.342744833	76.97307538	28.95311402	1080	2/1/1991
VIM_2.4_109	E	25-Jun	3.572908785	12/1/1990	0.717680024	76.93999881	28.5284142	1090	9/1/1990
VIM_2.4_110	F	26-Jun	3.739362516	6/1/1991	0.133103223	76.82825712	28.85385143	1100	5/1/1991
VIM_2.4_111	I	28-Jun	3.254800667	9/1/1990	0.914591742	77.03813668	28.44412639	1110	7/1/1990
VIM_2.4_112	E	29-Jun	3.962956009	8/1/1990	0.223808688	77.21857314	28.40294283	1120	6/1/1990
VIM_2.4_113	A	Jun-31	3.174161642	12/1/1994	0.18455911	76.76686873	28.78671731	1130	12/1/1994
VIM_2.4_114	E	25-Jun	3.010108578	6/1/1992	0.56875786	77.30088892	28.47502441	1140	2/1/1992
VIM_2.4_115	H	29-Feb	3.085673713	12/1/1994	0.354734632	77.35455611	28.72928925	1150	10/1/1994
VIM_2.4_116	G	25-Jan	3.862767549	2/1/1991	0.094762001	76.99039142	28.78879963	1160	2/1/1991
VIM_2.4_117	D	30-Jun	3.912024493	2/1/1993	0.072107581	76.82487238	28.89726532	1170	2/1/1993
VIM_2.4_118	C	28-Jun	3.662832243	5/1/1992	0.854437619	77.22337434	28.75934938	1180	1/1/1992
VIM_2.4_119	C	28-Jun	3.423437029	10/1/1993	0.668711564	77.4635312	28.99936882	1190	9/1/1993
VIM_2.4_120	F	Jun-31	3.96302146	3/1/1994	0.228322376	76.85843718	28.4268793	1200	3/1/1994
VIM_2.4_121	C	25-Jun	3.61964978	9/1/1991	0.914412108	77.24472825	28.33154755	1210	7/1/1991
VIM_2.4_122	B	26-Jun	3.338095823	4/1/1992	0.915287595	77.18573869	28.85895046	1220	12/1/1991
VIM_2.4_123	H	27-Jun	3.531686423	8/1/1993	0.713203922	77.34821934	28.99342151	1230	7/1/1993
VIM_2.4_124	I	25-Jun	3.61918296	12/1/1991	0.767531582	77.36589854	28.72236147	1240	11/1/1991
VIM_2.4_125	E	25-Jun	3.099188817	9/1/1993	0.776309578	77.49701079	29.03587072	1250	7/1/1993
VIM_2.4_126	D	25-Jun	3.681020508	11/1/1992	0.506848391	77.17109585	28.84140534	1260	8/1/1992
VIM_2.4_127	C	25-Jun	3.175559231	9/1/1990	0.907842081	77.00134127	28.54105826	1270	6/1/1990
VIM_2.4_128	I	25-Jun	3.48709705	6/1/1991	0.874924876	76.76348332	28.68201829	1280	5/1/1991
VIM_2.4_129	F	25-Jun	3.332273256	12/1/1992	0.226462029	77.41328918	28.54273267	1290	11/1/1992
VIM_2.4_130	I	26-Jun	3.983285408	11/1/1994	0.049056179	77.35838081	28.71703884	1300	8/1/1994
VIM_2.4_131	A	28-Jun	3.752693852	3/1/1991	0.71527795	77.0019527	28.64805277	1310	2/1/1991
VIM_2.4_132	G	29-Jun	3.944908273	11/1/1991	0.830674473	77.13331229	28.91224932	1320	11/1/1991
VIM_2.4_133	A	Jun-31	3.153776425	3/1/1994	0.27779558	76.79433086	29.00970136	1330	11/1/1993
VIM_2.4_134	F	25-Jun	3.583547866	10/1/1992	0.297078833	76.8254098	28.8497551	1340	7/1/1992
VIM_2.4_135	A	29-Feb	3.22587914	5/1/1992	0.317703478	76.97822759	28.97138542	1350	5/1/1992
VIM_2.4_136	B	25-Jan	3.656806675	7/1/1990	0.662959807	77.29268574	28.68504328	1360	5/1/1990
VIM_2.4_137	J	30-Jun	3.768682817	11/1/1991	0.358481641	77.11834871	28.73921293	1370	7/1/1991
VIM_2.4_138	I	28-Jun	3.529519291	2/1/1993	0.126953777	77.00227413	28.75380497	1380	12/1/1992
VIM_2.4_139	F	28-Jun	3.655033521	3/1/1992	0.62491153	76.98375379	28.77934056	1390	3/1/1992
VIM_2.4_140	J	Jun-31	3.500917737	2/1/1992	0.267539574	77.13133336	28.5422942	1400	12/1/1991
VIM_2.4_141	I	25-Jun	3.113757701	4/1/1993	0.810072835	76.93925614	28.50841089	1410	3/1/1993
VIM_2.4_142	H	26-Jun	3.162091568	10/1/1993	0.297462135	77.02341473	28.58374772	1420	6/1/1993
VIM_2.4_143	C	27-Jun	3.861580581	9/1/1991	0.00550693	77.50075356	28.54068696	1430	5/1/1991
VIM_2.4_144	A	25-Jun	3.516371588	11/1/1994	0.609365485	76.92063955	28.441796	1440	10/1/1994
VIM_2.4_145	B	25-Jun	3.098057355	7/1/1993	0.713016587	76.93764334	28.71656552	1450	4/1/1993
VIM_2.4_146	E	25-Jun	3.339371372	5/1/1992	0.588268502	77.18001554	28.38669329	1460	1/1/1992
VIM_2.4_147	H	25-Jun	3.811676904	7/1/1994	0.08121925	77.40867904	29.08784395	1470	3/1/1994
VIM_2.4_148	H	25-Jun	3.994261006	11/1/1994	0.866022335	76.89774282	28.90650618	1480	10/1/1994
VIM_2.4_149	H	25-Jun	3.54119144	5/1/1991	0.556487363	77.16384331	28.69929761	1490	4/1/1991
VIM_2.4_150	F	26-Jun	3.07787996	9/1/1994	0.443263535	77.1157849	28.71821721	1500	5/1/1994
VIM_2.4_151	G	28-Jun	3.924005179	11/1/1990	0.239759032	76.8964554	29.08129051	1510	7/1/1990
VIM_2.4_152	A	29-Jun	3.277454954	2/1/1994	0.390186531	76.85842861	28.9741551	1520	12/1/1993
VIM_2.4_153	F	Jun-31	3.208403695	12/1/1993	0.968525688	77.11327804	28.35728276	1530	11/1/1993
VIM_2.4_154	C	25-Jun	3.066749385	5/1/1995	0.5685672	77.15997262	29.0780657	1540	1/1/1995
VIM_2.4_155	I	29-Feb	3.323297566	6/1/1990	0.959249471	76.72693584	28.57168789	1550	5/1/1990
VIM_2.4_156	C	25-Jan	3.339348654	2/1/1992	0.628692379	76.81016576	28.99571177	1560	12/1/1991
VIM_2.4_157	C	30-Jun	3.684111487	6/1/1994	0.428971426	76.88900815	28.41170501	1570	6/1/1994
VIM_2.4_158	J	28-Jun	3.217417597	1/1/1995	0.452619446	77.02520226	28.8891793	1580	12/1/1994
VIM_2.4_159	C	28-Jun	3.174524261	5/1/1991	0.031496136	76.85941031	28.63385673	1590	4/1/1991
VIM_2.4_160	C	Jun-31	3.083870994	5/1/1990	0.143244476	76.98649173	29.05436639	1600	4/1/1990
VIM_2.4_161	A	25-Jun	3.669417673	10/1/1993	0.696423639	77.29892634	28.56529666	1610	8/1/1993
VIM_2.4_162	B	26-Jun	3.499937408	12/1/1992	0.01410574	77.48825735	28.88088823	1620	10/1/1992
VIM_2.4_163	C	27-Jun	3.93461418	2/1/1991	0.421540043	77.29895617	28.51016615	1630	2/1/1991
VIM_2.4_164	B	25-Jun	3.386033872	3/1/1994	0.031767928	76.88783458	28.44194771	1640	11/1/1993
VIM_2.4_165	E	25-Jun	3.766522934	11/1/1990	0.592693615	77.41493225	29.00973328	1650	11/1/1990
VIM_2.4_166	J	25-Jun	3.610984071	7/1/1993	0.64909527	76.99876509	29.0270597	1660	7/1/1993
VIM_2.4_167	F	25-Jun	3.545411635	9/1/1992	0.529695444	77.06038192	28.51434506	1670	9/1/1992
VIM_2.4_168	E	25-Jun	3.480442274	3/1/1994	0.690430404	76.98617763	28.39613929	1680	1/1/1994
VIM_2.4_169	H	25-Jun	3.910121233	10/1/1993	0.549550718	77.01565161	28.81792942	1690	6/1/1993
VIM_2.4_170	J	26-Jun	3.082240071	4/1/1993	0.678875716	76.83752399	28.88837718	1700	4/1/1993
VIM_2.4_171	C	28-Jun	3.521300416	8/1/1994	0.807971637	77.10667939	28.69015961	1710	8/1/1994
VIM_2.4_172	A	29-Jun	3.763885272	4/1/1990	0.317566826	77.40784481	28.46583304	1720	3/1/1990
VIM_2.4_173	I	Jun-31	3.875413657	7/1/1994	0.904511182	76.87493425	28.89964908	1730	7/1/1994
VIM_2.4_174	I	25-Jun	3.129236917	4/1/1994	0.235246377	76.85155884	28.67747795	1740	4/1/1994
VIM_2.4_175	F	29-Feb	3.179288502	4/1/1992	0.090415677	77.15317046	28.34728696	1750	1/1/1992
VIM_2.4_176	J	25-Jan	3.938370764	10/1/1993	0.271555075	77.25691804	28.39138892	1760	7/1/1993
VIM_2.4_177	D	30-Jun	3.089550916	11/1/1994	0.298576475	76.98226542	28.60040321	1770	11/1/1994
VIM_2.4_178	G	28-Jun	3.856191864	7/1/1991	0.959740532	76.88351473	28.87856697	1780	4/1/1991
VIM_2.4_179	J	28-Jun	3.889818208	3/1/1995	0.863958605	77.1866399	28.35594833	1790	11/1/1994
VIM_2.4_180	J	Jun-31	3.668211512	3/1/1993	0.47828215	77.35379645	28.44665187	1800	1/1/1993
VIM_2.4_181	H	25-Jun	3.026888647	2/1/1992	0.871585178	77.08407504	28.93822478	1810	12/1/1991
VIM_2.4_182	G	26-Jun	3.517912471	2/1/1995	0.069835998	76.92964071	28.42127146	1820	12/1/1994
VIM_2.4_183	D	27-Jun	3.652655432	3/1/1991	0.707901132	77.37157044	28.34483941	1830	3/1/1991
VIM_2.4_184	B	25-Jun	3.251949024	9/1/1994	0.819887146	76.83255419	28.35782861	1840	6/1/1994
VIM_2.4_185	I	25-Jun	3.641733052	9/1/1994	0.4342308	77.27075717	28.88043642	1850	5/1/1994
VIM_2.4_186	G	25-Jun	3.30589044	9/1/1993	0.743732457	77.49208022	28.47394561	1860	5/1/1993
VIM_2.4_187	J	25-Jun	3.184384427	5/1/1991	0.162286794	76.78946651	29.02772437	1870	3/1/1991
VIM_2.4_188	G	25-Jun	3.675849515	8/1/1992	0.150747782	77.31053781	28.39257329	1880	4/1/1992
VIM_2.4_189	G	25-Jun	3.594502969	5/1/1993	0.610238574	77.11522978	28.98952905	1890	5/1/1993
VIM_2.4_190	E	26-Jun	3.229889135	9/1/1991	0.305860833	77.00602167	28.85656524	1900	9/1/1991
VIM_2.4_191	D	28-Jun	3.026926895	4/1/1992	0.59578595	77.40651407	28.51250768	1910	2/1/1992
VIM_2.4_192	E	29-Jun	3.196148536	8/1/1990	0.413947666	76.82999555	28.74933321	1920	6/1/1990
VIM_2.4_193	A	Jun-31	3.783013189	11/1/1993	0.617062889	77.02207545	28.42796912	1930	8/1/1993
VIM_2.4_194	J	25-Jun	3.121670543	3/1/1992	0.535324646	77.29495562	29.06828298	1940	12/1/1991
VIM_2.4_195	J	29-Feb	3.078193309	12/1/1991	0.180321961	76.72691174	29.08440931	1950	12/1/1991
VIM_2.4_196	F	25-Jan	3.431717682	4/1/1992	0.755206776	76.82396199	29.06581215	1960	12/1/1991
VIM_2.4_197	J	30-Jun	3.728472064	5/1/1993	0.951775106	77.12764971	28.47880945	1970	4/1/1993
VIM_2.4_198	C	28-Jun	3.441265149	5/1/1991	0.126479248	76.85585206	28.98255424	1980	4/1/1991
VIM_2.4_199	I	28-Jun	3.960808588	4/1/1991	0.274352304	76.95118529	28.35411791	1990	2/1/1991
VIM_2.4_200	C	Jun-31	3.777570682	12/1/1991	0.396534019	76.95560344	28.63145457	2000	9/1/1991
VIM_2.4_201	B		3.812531807	2/1/1994	0.250370383	77.24523959	28.95444789	2010	1/1/1994
VIM_2.4_202	C		3.910151116	5/1/1994	0.396784203	76.78518108	28.45145115	2020	3/1/1994
VIM_2.4_203	E		3.486031839	5/1/1992	0.886588218	77.08443272	29.06887854	2030	1/1/1992
VIM_2.4_204	G		3.592234465	4/1/1994	0.683996028	77.40516636	28.81534434	2040	2/1/1994
VIM_2.4_205	B		3.52548721	6/1/1991	0.182173597	77.20130182	28.38262714	2050	2/1/1991
VIM_2.4_206	J		3.676500021	12/1/1994	0.911857557	77.43713624	28.53819647	2060	12/1/1994
VIM_2.4_207	D		3.685945711	11/1/1994	0.235319904	76.88159929	28.82206811	2070	7/1/1994
VIM_2.4_208	E		3.471914522	12/1/1990	0.020878014	77.22169465	28.63655571	2080	9/1/1990
VIM_2.4_209	A		3.538044861	6/1/1991	0.508137889	77.40862478	28.86838463	2090	4/1/1991
VIM_2.4_210	G		3.769924367	12/1/1993	0.167954917	77.474382	28.86441391	2100	11/1/1993
VIM_2.4_211	A		3.551667741	8/1/1990	0.862318661	76.77286586	28.66621723	2110	5/1/1990
VIM_2.4_212	G		3.224092933	9/1/1991	0.653256192	77.44672724	28.69312325	2120	5/1/1991
VIM_2.4_213	H		3.569997855	11/1/1990	0.926967687	76.71180086	28.38400308	2130	8/1/1990
VIM_2.4_214	G		3.836562841	6/1/1990	0.996374078	77.41212934	28.88284434	2140	6/1/1990
VIM_2.4_215	I		3.4115054	7/1/1994	0.190277091	77.29826847	28.48364089	2150	5/1/1994
VIM_2.4_216	F		3.922497979	5/1/1992	0.574910764	77.25361589	28.70341551	2160	1/1/1992
VIM_2.4_217	I		3.072251916	6/1/1991	0.957794663	76.88201311	28.62200814	2170	2/1/1991
VIM_2.4_218	A		3.206359509	9/1/1992	0.701284112	77.41342716	28.65157769	2180	9/1/1992
VIM_2.4_219	A		3.06964201	4/1/1991	0.65032527	76.99059202	28.50674003	2190	12/1/1990
VIM_2.4_220	A		3.681765908	10/1/1994	0.261931697	76.78943748	28.73028413	2200	9/1/1994
VIM_2.4_221	E		3.779488855	8/1/1993	0.764329933	76.97234614	28.89020557	2210	4/1/1993
VIM_2.4_222	J		3.16820632	4/1/1992	0.686088553	77.05890898	29.03436292	2220	2/1/1992
VIM_2.4_223	B		3.777358309	7/1/1994	0.266875786	77.20258191	28.75261434	2230	6/1/1994
VIM_2.4_224	I		3.201825827	7/1/1992	0.771683443	77.28942105	28.50486453	2240	5/1/1992
VIM_2.4_225	A		3.738726781	4/1/1991	0.660526846	76.80391628	28.52335683	2250	1/1/1991
VIM_2.4_226	D		3.102051077	10/1/1994	0.340511034	77.33033203	29.04072423	2260	10/1/1994
VIM_2.4_227	A		3.292095052	2/1/1995	0.840381505	77.35812329	28.57920921	2270	1/1/1995
VIM_2.4_228	C		3.936119088	11/1/1991	0.377609876	77.08694333	29.08934214	2280	8/1/1991
VIM_2.4_229	J		3.962479706	1/1/1991	0.172152988	77.49876987	28.5406994	2290	11/1/1990
VIM_2.4_230	A		3.852811744	4/1/1991	0.845904812	77.28644519	28.99091307	2300	4/1/1991
VIM_2.4_231	C		3.998823589	1/1/1992	0.201540466	77.03747068	28.46125992	2310	10/1/1991
VIM_2.4_232	I		3.300899211	1/1/1991	0.625847487	77.16527895	28.79937173	2320	10/1/1990
VIM_2.4_233	A		3.694185443	4/1/1994	0.380590855	77.25351719	28.77284825	2330	3/1/1994
VIM_2.4_234	A		3.132040833	12/1/1994	0.718782928	76.93548621	28.96920196	2340	11/1/1994
VIM_2.4_235	G		3.488007869	6/1/1992	0.294134625	77.31027287	28.67950567	2350	2/1/1992
VIM_2.4_236	D		3.674151303	1/1/1992	0.859886923	77.4941331	29.10183509	2360	10/1/1991
VIM_2.4_237	F		3.862188709	7/1/1993	0.790127865	77.01203062	28.75876106	2370	7/1/1993
VIM_2.4_238	J		3.700696411	1/1/1992	0.565373241	76.70474114	28.38290136	2380	1/1/1992
VIM_2.4_239	B		3.710415104	7/1/1993	0.049692092	77.30436515	28.97267363	2390	4/1/1993
VIM_2.4_240	J		3.285671912	9/1/1993	0.511881876	76.97813064	28.68717017	2400	6/1/1993
VIM_2.4_241	G		3.688382445	9/1/1994	0.148809697	77.45165708	29.01707976	2410	8/1/1994
